id,judet,total_someri,total_femei,total_barbati,indemnizati,neindemnizati,rata_somaj,rata_somaj_femei,rata_somaj_barbati,total_urban,femei_urban,barbati_urban,total_rural,femei_rural,barbati_rural,fara_studii,invatamant_primar,invatamant_gimnazial,invatamant_liceal,invatamant_post,invatamant_profesional,invatamant_universitar,sub_25,25_29,30_39,40_49,50_55,peste_55,month,year
986, VASLUI,5818,2937,2881,2686,3132,3.61,4.07,3.23,1714,1007,707,7116,2898,4218,122,641,1087,2024,161,1376,407,1106,251,832,1471,1266,892,11,2020
987, VRANCEA,8830,3905,4925,1702,7128,6.61,6.04,7.16,1222,622,600,4395,1870,2525,286,1443,3037,1134,89,2714,127,848,309,1360,2720,1897,1696,11,2020
988,BUCURESTI,5617,2492,3125,1204,4413,4.12,3.91,4.3,15287,8209,7078,0,0,0,302,1370,1907,1169,83,619,167,802,272,903,1406,1127,1107,11,2020
989,Total TARA ,290676,141546,149130,95903,194773,3.32,3.53,3.15,100446,56043,44403,190230,85503,104727,23928,50490,73286,68057,6601,49507,18807,41139,15342,50232,77168,55069,51726,11,2020
990, ALBA,6350,3053,3297,2725,3625,3.77,3.93,3.63,2408,1289,1119,3942,1764,2178,822,723,1558,1620,67,1130,430,927,367,1236,1676,1153,991,12,2020
991, ARAD,4572,2631,1941,2735,1837,2.16,2.83,1.63,2181,1295,886,2391,1336,1055,343,319,962,1701,89,644,514,991,208,681,1138,884,670,12,2020
992, ARGES,9840,4935,4905,4185,5655,3.8,4.09,3.55,2285,1420,865,7555,3515,4040,658,1928,2955,1973,141,1634,551,857,536,1811,2786,2134,1716,12,2020
993, BACAU,11505,4867,6638,2982,8523,5.4,5.21,5.55,2976,1224,1752,8529,3643,4886,1563,3209,801,1612,1882,1965,473,1514,675,1775,2729,2292,2520,12,2020
994, BIHOR,5965,3440,2525,3425,2540,2.26,2.82,1.77,2000,1285,715,3965,2155,1810,318,1114,1474,1496,97,855,611,722,353,1229,1705,1118,838,12,2020
995, BISTRITA NASAUD,4375,2313,2062,2490,1885,3.4,3.98,2.93,1523,888,635,2852,1425,1427,164,252,1372,1424,86,805,272,673,270,773,1095,817,747,12,2020
996, BOTOSANI,4007,1887,2120,1302,2705,2.92,2.89,2.95,1459,771,688,2548,1116,1432,218,1138,949,820,63,655,164,570,138,549,1028,774,948,12,2020
997, BRAILA,5263,2220,3043,1106,4157,4.31,4.02,4.54,1408,774,634,3855,1446,2409,883,1276,1683,586,68,589,178,613,236,849,1501,916,1148,12,2020
998, BRASOV,6714,3146,3568,2152,4562,2.56,2.79,2.38,2686,1432,1254,4028,1714,2314,1089,1252,1540,1282,107,833,611,927,430,1413,1683,1166,1095,12,2020
999, BUZAU,13468,5529,7939,2663,10805,7.84,6.91,8.66,2646,1324,1322,10822,4205,6617,2541,2462,4158,1949,146,2012,200,1321,527,2149,3826,2759,2886,12,2020
1000, CALARASI,3890,1889,2001,1090,2800,4.26,4.28,4.24,1039,559,480,2851,1330,1521,363,852,1140,790,32,613,100,499,140,744,1029,761,717,12,2020
1001, CARAS-SEVERIN,3607,1695,1912,1662,1945,3.39,3.6,3.22,1560,776,784,2047,919,1128,554,368,753,1109,116,486,221,492,161,581,953,701,719,12,2020
1002, CLUJ,6108,3379,2729,3038,3070,1.64,2.05,1.31,2986,1876,1110,3122,1503,1619,492,743,1362,1450,177,1122,762,736,372,1204,1571,1241,984,12,2020
1003, CONSTANTA,8732,5154,3578,3829,4903,2.96,4.02,2.15,4470,2967,1503,4262,2187,2075,827,1006,2047,2686,121,1337,708,1193,358,1404,2268,1781,1728,12,2020
1004, COVASNA,4348,2124,2224,1182,3166,5.07,5.19,4.95,1369,738,631,2979,1386,1593,613,1347,973,769,53,471,122,927,306,901,1088,574,552,12,2020
1005, DAMBOVITA,6182,3008,3174,1764,4418,3.21,3.66,2.88,1182,643,539,5000,2365,2635,562,653,1940,1512,118,1027,370,886,338,1029,1534,1166,1229,12,2020
1006, DOLJ,18872,8175,10697,3359,15513,7.09,6.76,7.37,3206,1851,1355,15666,6324,9342,814,6324,4905,4237,340,1923,329,1870,975,3205,5360,3781,3681,12,2020
1007, GALATI,12190,5257,6933,2415,9775,6.42,6.13,6.65,2627,1438,1189,9563,3819,5744,1201,2452,4482,1897,124,1537,497,1506,430,1728,3511,2485,2530,12,2020
1008, GIURGIU,2098,1140,958,820,1278,2.61,3.07,2.21,509,320,189,1589,820,769,268,319,726,505,21,182,77,338,73,318,487,434,448,12,2020
1009, GORJ,5212,2387,2825,2193,3019,3.86,3.81,3.9,1645,917,728,3567,1470,2097,281,255,1302,1780,187,1041,366,679,283,815,1371,995,1069,12,2020
1010, HARGHITA,6162,3189,2973,2926,3236,4.56,5.36,3.93,1978,1181,797,4184,2008,2176,1270,748,1337,1390,75,1051,291,1086,342,1337,1603,920,874,12,2020
1011, HUNEDOARA,5736,3156,2580,3692,2044,3.34,3.93,2.83,3927,2271,1656,1809,885,924,343,245,1340,1862,129,1228,589,734,299,922,1584,1349,848,12,2020
1012, IALOMITA,4581,2054,2527,1448,3133,4.88,4.74,5,1450,756,694,3131,1298,1833,264,1114,1438,909,61,715,80,551,192,681,1298,950,909,12,2020
1013, IASI,9356,4347,5009,2084,7272,3.15,3.12,3.17,1915,1047,868,7441,3300,4141,583,1772,2944,1061,86,2380,530,881,254,1375,2658,1911,2277,12,2020
1014, ILFOV,1441,884,557,980,461,0.69,1,0.47,375,236,139,1066,648,418,105,142,239,563,18,195,179,349,134,256,308,212,182,12,2020
1015, MARAMURES,4697,2313,2384,2180,2517,2.33,2.49,2.19,2624,1310,1314,2073,1003,1070,62,695,764,1738,151,856,431,1431,289,768,1009,727,473,12,2020
1016, MEHEDINTI,6503,2899,3604,1889,4614,6.38,6.1,6.61,1871,985,886,4632,1914,2718,0,1245,2810,1326,109,860,153,628,396,1328,2085,962,1104,12,2020
1017, MURES,15251,8167,7084,4697,10554,1.24,1.33,1.14,1911,1012,899,4512,2024,2488,24,140,2520,5183,308,2788,4288,356,1380,3680,4397,3066,2372,12,2020
1018, NEAMT,6423,3036,3387,2231,4192,2.73,2.89,2.59,1816,1043,773,7218,3188,4030,710,1999,1269,1144,92,860,349,1120,396,1287,1681,1069,870,12,2020
1019, OLT,9034,4231,4803,2588,6446,4.96,5.09,4.86,2240,1258,982,7201,3036,4165,536,1589,2589,2284,99,1605,332,1172,352,1405,2443,1823,1839,12,2020
1020, PRAHOVA,9441,4294,5147,2301,7140,5.86,5.8,5.9,3238,1886,1352,5333,2650,2683,1973,725,2864,2231,180,1383,85,1088,320,1323,2634,2029,2047,12,2020
1021, SALAJ,8571,4536,4035,4501,4070,2.95,3.68,2.41,1322,759,563,4097,1778,2319,535,1043,2100,2275,236,1709,673,1064,345,1458,2387,1979,1338,12,2020
1022, Satu M.,5419,2537,2882,1820,3599,5.24,5.6,4.96,1143,595,548,4315,1953,2362,370,1485,1423,1109,83,689,260,925,309,1129,1372,935,749,12,2020
1023, SIBIU,5458,2548,2910,1083,4375,3.73,3.78,3.69,2169,1200,969,3327,1513,1814,646,2104,1540,558,31,425,154,780,373,1228,1553,690,834,12,2020
1024, SUCEAVA,5496,2713,2783,2414,3082,2.8,3.17,2.51,3698,1909,1789,8106,3574,4532,467,1383,1239,1020,93,851,443,605,334,1110,1483,1051,913,12,2020
1025, TELEORMAN,11804,5483,6321,4929,6875,5.1,5.17,5.04,1924,1012,912,7227,2895,4332,951,1585,2942,3238,201,2340,547,2598,616,1957,2896,1777,1960,12,2020
1026, TIMIS,9151,3907,5244,1875,7276,6.52,5.7,7.29,2280,1367,913,2166,1167,999,447,1068,4804,1360,114,1290,68,957,418,1496,2447,1939,1894,12,2020
1027, TULCEA,4446,2534,1912,2892,1554,1.27,1.64,0.98,698,416,282,1822,787,1035,342,210,877,1429,120,774,694,602,248,810,1131,898,757,12,2020
1028, VALCEA,2520,1203,1317,992,1528,3.04,3.11,2.99,2059,1123,936,3736,1718,2018,0,425,1039,634,0,349,73,340,160,408,703,519,390,12,2020
1029, VASLUI,5795,2841,2954,2860,2935,3.59,3.93,3.32,1775,1020,755,7995,3218,4777,126,538,1574,1909,143,1118,387,966,221,844,1479,1306,979,12,2020
1030, VRANCEA,9770,4238,5532,1946,7824,7.32,6.55,8.04,1202,607,595,4496,1855,2641,329,1658,3582,1905,89,2079,128,841,329,1466,3065,2175,1894,12,2020
1031,BUCURESTI,5698,2462,3236,1295,4403,4.18,3.86,4.46,15251,8167,7084,0,0,0,329,1449,1943,1110,78,623,166,765,274,916,1443,1170,1130,12,2020
1032,Total TARA ,296051,141801,154250,100740,195311,3.38,3.54,3.25,99031,54947,44084,197020,86854,110166,24986,51354,80259,67436,6531,47029,18456,38080,15157,51578,79998,57389,53849,12,2020
