id,judet,total_someri,total_femei,total_barbati,indemnizati,neindemnizati,rata_somaj,rata_somaj_femei,rata_somaj_barbati,total_urban,femei_urban,barbati_urban,total_rural,femei_rural,barbati_rural,fara_studii,invatamant_primar,invatamant_gimnazial,invatamant_liceal,invatamant_post,invatamant_profesional,invatamant_universitar,sub_25,25_29,30_39,40_49,50_55,peste_55,month,year
100, CONSTANTA,7759.00,4693.00,3066.00,3486.00,4273.00,3.15,2.99,3.27,3996.00,2760.00,1236.00,3763.00,1933.00,1830.00,928.00,1267.00,2455.00,1438.00,81.00,1122.00,468.00,593.00,313.00,1335.00,2216.00,1629.00,1673.00,3.00,2019.00
101, COVASNA,2961.00,1319.00,1642.00,435.00,2526.00,3.15,2.99,3.27,762.00,376.00,386.00,2199.00,943.00,1256.00,525.00,1183.00,656.00,286.00,32.00,222.00,57.00,509.00,215.00,650.00,758.00,397.00,432.00,3.00,2019.00
102, DAMBOVITA,7046.00,3328.00,3718.00,864.00,6182.00,3.15,2.99,3.27,1108.00,583.00,525.00,5938.00,2745.00,3193.00,780.00,1393.00,2060.00,1646.00,59.00,891.00,217.00,1136.00,321.00,1027.00,1682.00,1262.00,1618.00,3.00,2019.00
103, DOLJ,19758.00,8071.00,11687.00,2248.00,17510.00,3.15,2.99,3.27,2926.00,1530.00,1396.00,16832.00,6541.00,10291.00,3228.00,6678.00,5515.00,1590.00,131.00,2223.00,393.00,1582.00,1124.00,3597.00,5963.00,3624.00,3868.00,3.00,2019.00
104, GALATI,11368.00,4830.00,6538.00,1332.00,10036.00,3.15,2.99,3.27,1844.00,1011.00,833.00,9524.00,3819.00,5705.00,1516.00,2319.00,4827.00,1290.00,129.00,983.00,304.00,659.00,402.00,1765.00,3593.00,2244.00,2705.00,3.00,2019.00
105, GIURGIU,1860.00,1066.00,794.00,399.00,1461.00,3.15,2.99,3.27,554.00,368.00,186.00,1306.00,698.00,608.00,262.00,295.00,633.00,432.00,21.00,152.00,65.00,232.00,97.00,306.00,443.00,371.00,411.00,3.00,2019.00
106, GORJ,5457.00,2484.00,2973.00,1731.00,3726.00,3.15,2.99,3.27,1647.00,906.00,741.00,3810.00,1578.00,2232.00,503.00,347.00,1645.00,1419.00,171.00,1075.00,297.00,522.00,225.00,881.00,1512.00,899.00,1418.00,3.00,2019.00
107, HARGHITA,5428.00,2322.00,3106.00,1377.00,4051.00,3.15,2.99,3.27,1638.00,805.00,833.00,3790.00,1517.00,2273.00,1333.00,1351.00,1061.00,831.00,62.00,588.00,202.00,707.00,392.00,1237.00,1482.00,784.00,826.00,3.00,2019.00
108, HUNEDOARA,6227.00,3163.00,3064.00,2849.00,3378.00,3.15,2.99,3.27,4228.00,2182.00,2046.00,1999.00,981.00,1018.00,647.00,475.00,1778.00,1547.00,118.00,1132.00,530.00,526.00,301.00,1085.00,2130.00,1154.00,1031.00,3.00,2019.00
109, IALOMITA,5013.00,2135.00,2878.00,1025.00,3988.00,3.15,2.99,3.27,1524.00,731.00,793.00,3489.00,1404.00,2085.00,563.00,1190.00,1774.00,484.00,57.00,892.00,53.00,364.00,202.00,830.00,1541.00,954.00,1122.00,3.00,2019.00
110, IASI,8690.00,3735.00,4955.00,899.00,7791.00,3.15,2.99,3.27,1262.00,638.00,624.00,7428.00,3097.00,4331.00,707.00,1824.00,3114.00,594.00,62.00,2114.00,275.00,642.00,226.00,1293.00,2524.00,1737.00,2268.00,3.00,2019.00
111, ILFOV,1032.00,548.00,484.00,306.00,726.00,3.15,2.99,3.27,193.00,113.00,80.00,839.00,435.00,404.00,149.00,334.00,213.00,176.00,5.00,72.00,83.00,188.00,44.00,190.00,294.00,140.00,176.00,3.00,2019.00
112, MARAMURES,6356.00,3095.00,3261.00,1300.00,5056.00,3.15,2.99,3.27,3215.00,1588.00,1627.00,3141.00,1507.00,1634.00,149.00,2852.00,1350.00,920.00,106.00,672.00,307.00,1058.00,434.00,1205.00,1679.00,1011.00,969.00,3.00,2019.00
113, MEHEDINTI,7509.00,3039.00,4470.00,1247.00,6262.00,3.15,2.99,3.27,1306.00,614.00,692.00,6203.00,2425.00,3778.00,0.00,1619.00,3650.00,1184.00,52.00,890.00,114.00,412.00,249.00,1709.00,2639.00,1148.00,1352.00,3.00,2019.00
114, MURES,15650.00,8375.00,7275.00,1934.00,13716.00,3.15,2.99,3.27,1180.00,580.00,600.00,5379.00,2175.00,3204.00,41.00,137.00,2672.00,5326.00,296.00,2795.00,4383.00,197.00,1363.00,3933.00,4591.00,2844.00,2722.00,3.00,2019.00
115, NEAMT,6559.00,2755.00,3804.00,992.00,5567.00,3.15,2.99,3.27,1346.00,658.00,688.00,6384.00,2568.00,3816.00,1304.00,2258.00,1647.00,468.00,73.00,660.00,149.00,973.00,438.00,1551.00,1743.00,901.00,953.00,3.00,2019.00
116, OLT,7730.00,3226.00,4504.00,1499.00,6231.00,3.15,2.99,3.27,1846.00,930.00,916.00,7503.00,2950.00,4553.00,1026.00,1213.00,2392.00,844.00,76.00,1974.00,205.00,714.00,370.00,1301.00,2286.00,1451.00,1608.00,3.00,2019.00
117, PRAHOVA,9349.00,3880.00,5469.00,1277.00,8072.00,3.15,2.99,3.27,2267.00,1219.00,1048.00,4909.00,2196.00,2713.00,2495.00,883.00,3288.00,1080.00,82.00,1485.00,36.00,694.00,393.00,1556.00,2856.00,1743.00,2107.00,3.00,2019.00
118, SALAJ,7176.00,3415.00,3761.00,2342.00,4834.00,3.15,2.99,3.27,918.00,481.00,437.00,3761.00,1429.00,2332.00,585.00,1750.00,1752.00,1296.00,145.00,1234.00,414.00,570.00,312.00,1254.00,2199.00,1275.00,1566.00,3.00,2019.00
119, SATU MARE,4679.00,1910.00,2769.00,861.00,3818.00,3.15,2.99,3.27,766.00,385.00,381.00,3045.00,1289.00,1756.00,638.00,1410.00,1179.00,874.00,64.00,357.00,157.00,677.00,349.00,974.00,1213.00,758.00,708.00,3.00,2019.00
120, SIBIU,3811.00,1674.00,2137.00,494.00,3317.00,3.15,2.99,3.27,1158.00,567.00,591.00,2421.00,1063.00,1358.00,481.00,1754.00,1017.00,240.00,10.00,240.00,69.00,447.00,262.00,952.00,1091.00,526.00,533.00,3.00,2019.00
121, SUCEAVA,3579.00,1630.00,1949.00,982.00,2597.00,3.15,2.99,3.27,3018.00,1444.00,1574.00,8307.00,3313.00,4994.00,560.00,987.00,888.00,460.00,35.00,430.00,219.00,369.00,234.00,694.00,944.00,608.00,730.00,3.00,2019.00
122, TELEORMAN,11325.00,4757.00,6568.00,3111.00,8214.00,3.15,2.99,3.27,2481.00,1245.00,1236.00,8484.00,3357.00,5127.00,1170.00,2497.00,3435.00,1533.00,219.00,2136.00,335.00,1456.00,793.00,2209.00,3213.00,1628.00,2026.00,3.00,2019.00
123, TIMIS,10965.00,4602.00,6363.00,1462.00,9503.00,3.15,2.99,3.27,1301.00,681.00,620.00,1272.00,644.00,628.00,601.00,1254.00,5819.00,1819.00,61.00,1361.00,50.00,748.00,558.00,1928.00,3172.00,2227.00,2332.00,3.00,2019.00
124, TULCEA,2573.00,1325.00,1248.00,1251.00,1322.00,3.15,2.99,3.27,760.00,414.00,346.00,2205.00,899.00,1306.00,418.00,230.00,497.00,507.00,38.00,495.00,388.00,214.00,81.00,486.00,823.00,438.00,531.00,3.00,2019.00
125, VALCEA,2965.00,1313.00,1652.00,810.00,2155.00,3.15,2.99,3.27,1707.00,951.00,756.00,3019.00,1390.00,1629.00,0.00,602.00,1235.00,580.00,0.00,518.00,30.00,506.00,227.00,520.00,787.00,560.00,365.00,3.00,2019.00
126, VASLUI,4726.00,2341.00,2385.00,1836.00,2890.00,3.15,2.99,3.27,1338.00,609.00,729.00,9811.00,3676.00,6135.00,202.00,539.00,1333.00,1191.00,159.00,964.00,338.00,357.00,233.00,848.00,1433.00,1064.00,791.00,3.00,2019.00
127, VRANCEA,11149.00,4285.00,6864.00,982.00,10167.00,3.15,2.99,3.27,1033.00,480.00,553.00,4340.00,1770.00,2570.00,627.00,2199.00,4260.00,728.00,59.00,3206.00,70.00,517.00,327.00,1891.00,3889.00,2189.00,2336.00,3.00,2019.00
128,BUCURESTI,5373.00,2250.00,3123.00,727.00,4646.00,3.15,2.99,3.27,15650.00,8375.00,7275.00,0.00,0.00,0.00,655.00,1547.00,1886.00,531.00,67.00,566.00,121.00,529.00,278.00,898.00,1430.00,1000.00,1238.00,3.00,2019.00
129,Total TARA ,278147.00,123893.00,154254.00,55768.00,222379.00,3.15,2.99,3.27,82848.00,43255.00,39593.00,195299.00,80638.00,114661.00,34006.00,58350.00,86783.00,41030.00,3318.00,41412.00,13248.00,24551.00,14630.00,51517.00,80869.00,50450.00,56130.00,3.00,2019.00
130, ALBA,4877.00,2147.00,2730.00,1470.00,3407.00,2.90,2.81,2.97,1750.00,878.00,872.00,3127.00,1269.00,1858.00,664.00,730.00,1535.00,885.00,39.00,790.00,234.00,430.00,289.00,960.00,1387.00,864.00,947.00,4.00,2019.00
131, ARAD,2563.00,1270.00,1293.00,720.00,1843.00,2.90,2.81,2.97,843.00,447.00,396.00,1720.00,823.00,897.00,363.00,780.00,583.00,565.00,29.00,81.00,162.00,243.00,115.00,357.00,659.00,519.00,670.00,4.00,2019.00
132, ARGES,7357.00,3401.00,3956.00,1731.00,5626.00,2.90,2.81,2.97,1157.00,645.00,512.00,6200.00,2756.00,3444.00,709.00,1826.00,2414.00,965.00,83.00,1058.00,302.00,583.00,392.00,1423.00,2103.00,1397.00,1459.00,4.00,2019.00
133, BACAU,11434.00,4570.00,6864.00,1477.00,9957.00,2.90,2.81,2.97,2720.00,1162.00,1558.00,8714.00,3408.00,5306.00,1910.00,2602.00,4177.00,1486.00,127.00,819.00,313.00,862.00,694.00,1965.00,3198.00,2259.00,2456.00,4.00,2019.00
134, BIHOR,3095.00,1589.00,1506.00,1277.00,1818.00,2.90,2.81,2.97,1054.00,619.00,435.00,2041.00,970.00,1071.00,424.00,595.00,604.00,697.00,68.00,328.00,379.00,230.00,178.00,585.00,844.00,687.00,571.00,4.00,2019.00
135, BISTRITA-NASAUD,3450.00,1742.00,1708.00,1521.00,1929.00,2.90,2.81,2.97,1232.00,750.00,482.00,2218.00,992.00,1226.00,294.00,333.00,1185.00,901.00,66.00,474.00,197.00,353.00,199.00,640.00,909.00,704.00,645.00,4.00,2019.00
136, BOTOSANI,3813.00,1608.00,2205.00,761.00,3052.00,2.90,2.81,2.97,1270.00,570.00,700.00,2543.00,1038.00,1505.00,195.00,1154.00,1142.00,593.00,46.00,560.00,123.00,235.00,154.00,587.00,1199.00,696.00,942.00,4.00,2019.00
137, BRAILA,4754.00,1881.00,2873.00,581.00,4173.00,2.90,2.81,2.97,1151.00,531.00,620.00,3603.00,1350.00,2253.00,731.00,1184.00,1789.00,374.00,41.00,486.00,149.00,445.00,242.00,857.00,1444.00,662.00,1104.00,4.00,2019.00
138, BRASOV,5471.00,2454.00,3017.00,888.00,4583.00,2.90,2.81,2.97,1557.00,825.00,732.00,3914.00,1629.00,2285.00,1351.00,1262.00,1399.00,838.00,47.00,313.00,261.00,494.00,394.00,1257.00,1361.00,931.00,1034.00,4.00,2019.00
139, BUZAU,11615.00,4595.00,7020.00,1211.00,10404.00,2.90,2.81,2.97,1886.00,944.00,942.00,9729.00,3651.00,6078.00,2476.00,2528.00,3995.00,901.00,54.00,1557.00,104.00,703.00,514.00,2078.00,3527.00,2100.00,2693.00,4.00,2019.00
140, CALARASI,3455.00,1634.00,1821.00,440.00,3015.00,2.90,2.81,2.97,711.00,346.00,365.00,2744.00,1288.00,1456.00,422.00,944.00,1235.00,588.00,24.00,186.00,56.00,399.00,171.00,677.00,918.00,588.00,702.00,4.00,2019.00
141, CARAS-SEVERIN,3200.00,1399.00,1801.00,958.00,2242.00,2.90,2.81,2.97,1327.00,592.00,735.00,1873.00,807.00,1066.00,715.00,369.00,744.00,825.00,52.00,314.00,181.00,265.00,168.00,499.00,906.00,645.00,717.00,4.00,2019.00
142, CLUJ,4556.00,2286.00,2270.00,1175.00,3381.00,2.90,2.81,2.97,1938.00,1147.00,791.00,2618.00,1139.00,1479.00,961.00,670.00,1054.00,701.00,97.00,656.00,417.00,421.00,295.00,900.00,1242.00,843.00,855.00,4.00,2019.00
143, CONSTANTA,6195.00,3491.00,2704.00,2241.00,3954.00,2.90,2.81,2.97,3113.00,1978.00,1135.00,3082.00,1513.00,1569.00,850.00,1077.00,1827.00,1310.00,70.00,631.00,430.00,495.00,275.00,1160.00,1679.00,1229.00,1357.00,4.00,2019.00
144, COVASNA,2678.00,1185.00,1493.00,392.00,2286.00,2.90,2.81,2.97,707.00,360.00,347.00,1971.00,825.00,1146.00,496.00,1105.00,580.00,233.00,31.00,179.00,54.00,386.00,197.00,600.00,695.00,356.00,444.00,4.00,2019.00
145, DAMBOVITA,6679.00,3170.00,3509.00,826.00,5853.00,2.90,2.81,2.97,1072.00,577.00,495.00,5607.00,2593.00,3014.00,728.00,1230.00,2015.00,1612.00,46.00,835.00,213.00,1109.00,289.00,956.00,1587.00,1198.00,1540.00,4.00,2019.00
146, DOLJ,18905.00,7713.00,11192.00,2065.00,16840.00,2.90,2.81,2.97,2693.00,1413.00,1280.00,16212.00,6300.00,9912.00,3125.00,6452.00,5300.00,2971.00,103.00,615.00,339.00,1465.00,1050.00,3386.00,5702.00,3539.00,3763.00,4.00,2019.00
147, GALATI,10676.00,4527.00,6149.00,1223.00,9453.00,2.90,2.81,2.97,1747.00,951.00,796.00,8929.00,3576.00,5353.00,1475.00,2158.00,4527.00,1188.00,113.00,916.00,299.00,621.00,381.00,1629.00,3394.00,2145.00,2506.00,4.00,2019.00
148, GIURGIU,1794.00,1019.00,775.00,365.00,1429.00,2.90,2.81,2.97,524.00,349.00,175.00,1270.00,670.00,600.00,268.00,301.00,622.00,387.00,15.00,136.00,65.00,219.00,96.00,287.00,403.00,369.00,420.00,4.00,2019.00
149, GORJ,5117.00,2341.00,2776.00,1610.00,3507.00,2.90,2.81,2.97,1567.00,847.00,720.00,3550.00,1494.00,2056.00,465.00,338.00,1563.00,1640.00,139.00,659.00,313.00,455.00,203.00,815.00,1429.00,864.00,1351.00,4.00,2019.00
150, HARGHITA,4997.00,2185.00,2812.00,1117.00,3880.00,2.90,2.81,2.97,1476.00,747.00,729.00,3521.00,1438.00,2083.00,1261.00,1303.00,959.00,731.00,49.00,509.00,185.00,656.00,343.00,1137.00,1355.00,719.00,787.00,4.00,2019.00
151, HUNEDOARA,5798.00,2953.00,2845.00,2730.00,3068.00,2.90,2.81,2.97,3893.00,2018.00,1875.00,1905.00,935.00,970.00,514.00,508.00,1568.00,1428.00,118.00,1132.00,530.00,481.00,301.00,1085.00,1856.00,1044.00,1031.00,4.00,2019.00
152, IALOMITA,4736.00,2072.00,2664.00,917.00,3819.00,2.90,2.81,2.97,1499.00,729.00,770.00,3237.00,1343.00,1894.00,527.00,1142.00,1661.00,870.00,45.00,439.00,52.00,351.00,193.00,787.00,1407.00,929.00,1069.00,4.00,2019.00
153, IASI,8657.00,3810.00,4847.00,871.00,7786.00,2.90,2.81,2.97,1264.00,661.00,603.00,7393.00,3149.00,4244.00,721.00,1820.00,3096.00,603.00,62.00,2058.00,297.00,603.00,230.00,1296.00,2513.00,1750.00,2265.00,4.00,2019.00
154, ILFOV,897.00,485.00,412.00,299.00,598.00,2.90,2.81,2.97,171.00,106.00,65.00,726.00,379.00,347.00,134.00,310.00,157.00,149.00,6.00,68.00,73.00,106.00,43.00,175.00,267.00,134.00,172.00,4.00,2019.00
155, MARAMURES,6161.00,2978.00,3183.00,1232.00,4929.00,2.90,2.81,2.97,3051.00,1497.00,1554.00,3110.00,1481.00,1629.00,194.00,2639.00,1497.00,923.00,99.00,509.00,300.00,976.00,438.00,1262.00,1631.00,980.00,874.00,4.00,2019.00
156, MEHEDINTI,7154.00,2920.00,4234.00,1105.00,6049.00,2.90,2.81,2.97,1209.00,543.00,666.00,5945.00,2377.00,3568.00,0.00,1563.00,3498.00,1104.00,38.00,857.00,94.00,331.00,211.00,1647.00,2584.00,1097.00,1284.00,4.00,2019.00
157, MURES,15575.00,8346.00,7229.00,1991.00,13584.00,2.90,2.81,2.97,1088.00,572.00,516.00,5096.00,2104.00,2992.00,27.00,131.00,2648.00,5296.00,300.00,2784.00,4389.00,174.00,1368.00,3918.00,4551.00,2867.00,2697.00,4.00,2019.00
158, NEAMT,6184.00,2676.00,3508.00,963.00,5221.00,2.90,2.81,2.97,1167.00,589.00,578.00,6141.00,2506.00,3635.00,1141.00,2229.00,1531.00,497.00,61.00,579.00,146.00,852.00,390.00,1490.00,1656.00,878.00,918.00,4.00,2019.00
159, OLT,7308.00,3095.00,4213.00,1220.00,6088.00,2.90,2.81,2.97,1799.00,924.00,875.00,7003.00,2757.00,4246.00,1012.00,1184.00,2343.00,1298.00,53.00,1239.00,179.00,658.00,345.00,1244.00,2133.00,1384.00,1544.00,4.00,2019.00
160, PRAHOVA,8802.00,3681.00,5121.00,1164.00,7638.00,2.90,2.81,2.97,2128.00,1144.00,984.00,4477.00,2023.00,2454.00,2410.00,855.00,3078.00,2097.00,70.00,262.00,30.00,619.00,359.00,1391.00,2696.00,1726.00,2011.00,4.00,2019.00
161, SALAJ,6605.00,3167.00,3438.00,2205.00,4400.00,2.90,2.81,2.97,827.00,447.00,380.00,3465.00,1336.00,2129.00,626.00,1525.00,1629.00,1232.00,124.00,1076.00,393.00,451.00,267.00,1162.00,2047.00,1389.00,1289.00,4.00,2019.00
162, SATU MARE,4292.00,1783.00,2509.00,738.00,3554.00,2.90,2.81,2.97,689.00,352.00,337.00,2908.00,1236.00,1672.00,634.00,1311.00,1129.00,742.00,43.00,281.00,152.00,580.00,318.00,928.00,1090.00,720.00,656.00,4.00,2019.00
163, SIBIU,3597.00,1588.00,2009.00,400.00,3197.00,2.90,2.81,2.97,1090.00,541.00,549.00,2333.00,1037.00,1296.00,468.00,1708.00,951.00,193.00,12.00,197.00,68.00,420.00,243.00,899.00,1029.00,497.00,509.00,4.00,2019.00
164, SUCEAVA,3423.00,1578.00,1845.00,919.00,2504.00,2.90,2.81,2.97,2779.00,1381.00,1398.00,7856.00,3148.00,4708.00,552.00,956.00,835.00,561.00,37.00,272.00,210.00,346.00,217.00,661.00,920.00,570.00,709.00,4.00,2019.00
165, TELEORMAN,10635.00,4529.00,6106.00,2813.00,7822.00,2.90,2.81,2.97,2141.00,1084.00,1057.00,8004.00,3107.00,4897.00,1087.00,1944.00,3041.00,1706.00,186.00,2340.00,331.00,1294.00,735.00,2069.00,3067.00,1563.00,1907.00,4.00,2019.00
166, TIMIS,10145.00,4191.00,5954.00,1351.00,8794.00,2.90,2.81,2.97,1138.00,624.00,514.00,1283.00,636.00,647.00,610.00,1241.00,5642.00,1683.00,37.00,881.00,51.00,706.00,539.00,1828.00,2885.00,2025.00,2162.00,4.00,2019.00
167, TULCEA,2421.00,1260.00,1161.00,1175.00,1246.00,2.90,2.81,2.97,707.00,405.00,302.00,1960.00,859.00,1101.00,382.00,219.00,476.00,496.00,36.00,455.00,357.00,213.00,83.00,460.00,774.00,407.00,484.00,4.00,2019.00
168, VALCEA,2667.00,1264.00,1403.00,674.00,1993.00,2.90,2.81,2.97,1569.00,827.00,742.00,3026.00,1342.00,1684.00,0.00,543.00,1394.00,563.00,0.00,133.00,34.00,433.00,190.00,433.00,688.00,491.00,432.00,4.00,2019.00
169, VASLUI,4595.00,2169.00,2426.00,1610.00,2985.00,2.90,2.81,2.97,1190.00,553.00,637.00,9290.00,3537.00,5753.00,247.00,497.00,1305.00,1029.00,100.00,1110.00,307.00,359.00,213.00,821.00,1413.00,1028.00,761.00,4.00,2019.00
170, VRANCEA,10480.00,4090.00,6390.00,819.00,9661.00,2.90,2.81,2.97,983.00,471.00,512.00,4113.00,1689.00,2424.00,603.00,2066.00,4041.00,1670.00,59.00,1986.00,55.00,441.00,312.00,1778.00,3657.00,2087.00,2205.00,4.00,2019.00
171,BUCURESTI,5096.00,2160.00,2936.00,684.00,4412.00,2.90,2.81,2.97,15575.00,8346.00,7229.00,0.00,0.00,0.00,597.00,1462.00,1818.00,759.00,45.00,297.00,118.00,468.00,252.00,858.00,1367.00,964.00,1187.00,4.00,2019.00
172,Total TARA ,261909.00,117002.00,144907.00,49929.00,211980.00,2.90,2.81,2.97,77452.00,40492.00,36960.00,184457.00,76510.00,107947.00,32369.00,54794.00,82587.00,45290.00,2870.00,31057.00,12942.00,21931.00,13886.00,48947.00,76172.00,47844.00,53129.00,4.00,2019.00
173, ALBA,4721.00,2094.00,2627.00,1647.00,836.00,811.00,3074.00,1258.00,1647.00,836.00,811.00,3074.00,1258.00,1816.00,658.00,732.00,1499.00,807.00,39.00,767.00,219.00,396.00,271.00,941.00,1343.00,861.00,909.00,5.00,2019.00
174, ARAD,2288.00,1144.00,1144.00,783.00,413.00,370.00,1505.00,731.00,783.00,413.00,370.00,1505.00,731.00,774.00,344.00,617.00,529.00,402.00,24.00,220.00,152.00,231.00,115.00,303.00,609.00,455.00,575.00,5.00,2019.00
175, ARGES,7362.00,3458.00,3904.00,1135.00,645.00,490.00,6227.00,2813.00,1135.00,645.00,490.00,6227.00,2813.00,3414.00,697.00,1852.00,2430.00,980.00,74.00,1045.00,284.00,589.00,410.00,1414.00,2084.00,1405.00,1460.00,5.00,2019.00
176, BACAU,10830.00,4308.00,6522.00,2364.00,962.00,1402.00,8466.00,3346.00,2364.00,962.00,1402.00,8466.00,3346.00,5120.00,1824.00,1345.00,1532.00,3224.00,61.00,2616.00,228.00,874.00,791.00,2053.00,2886.00,2116.00,2110.00,5.00,2019.00
177, BIHOR,3316.00,1748.00,1568.00,1115.00,670.00,445.00,2201.00,1078.00,1115.00,670.00,445.00,2201.00,1078.00,1123.00,437.00,662.00,656.00,696.00,64.00,427.00,374.00,243.00,186.00,624.00,920.00,709.00,634.00,5.00,2019.00
178, BISTRITA-NASAUD,3339.00,1665.00,1674.00,1141.00,673.00,468.00,2198.00,992.00,1141.00,673.00,468.00,2198.00,992.00,1206.00,170.00,327.00,931.00,1109.00,59.00,555.00,188.00,330.00,177.00,611.00,898.00,705.00,618.00,5.00,2019.00
179, BOTOSANI,3616.00,1584.00,2032.00,1223.00,573.00,650.00,2393.00,1011.00,1223.00,573.00,650.00,2393.00,1011.00,1382.00,193.00,1102.00,1072.00,502.00,43.00,589.00,115.00,223.00,142.00,564.00,1112.00,661.00,914.00,5.00,2019.00
180, BRAILA,4506.00,1815.00,2691.00,1087.00,512.00,575.00,3419.00,1303.00,1087.00,512.00,575.00,3419.00,1303.00,2116.00,720.00,1124.00,1684.00,354.00,38.00,438.00,148.00,408.00,231.00,814.00,1355.00,629.00,1069.00,5.00,2019.00
181, BRASOV,5401.00,2433.00,2968.00,1534.00,813.00,721.00,3867.00,1620.00,1534.00,813.00,721.00,3867.00,1620.00,2247.00,1291.00,1259.00,584.00,1370.00,54.00,580.00,263.00,487.00,378.00,1209.00,1355.00,937.00,1035.00,5.00,2019.00
182, BUZAU,11303.00,4506.00,6797.00,1872.00,944.00,928.00,9431.00,3562.00,1872.00,944.00,928.00,9431.00,3562.00,5869.00,2229.00,2434.00,3857.00,1037.00,56.00,1581.00,109.00,666.00,465.00,2012.00,3421.00,2099.00,2640.00,5.00,2019.00
183, CALARASI,3273.00,1548.00,1725.00,663.00,328.00,335.00,2610.00,1220.00,663.00,328.00,335.00,2610.00,1220.00,1390.00,385.00,893.00,1105.00,488.00,22.00,327.00,53.00,359.00,156.00,649.00,863.00,568.00,678.00,5.00,2019.00
184, CARAS-SEVERIN,3080.00,1372.00,1708.00,1215.00,566.00,649.00,1865.00,806.00,1215.00,566.00,649.00,1865.00,806.00,1059.00,556.00,368.00,691.00,850.00,59.00,390.00,166.00,237.00,173.00,494.00,868.00,618.00,690.00,5.00,2019.00
185, CLUJ,4637.00,2330.00,2307.00,1938.00,1147.00,791.00,2699.00,1183.00,1938.00,1147.00,791.00,2699.00,1183.00,1516.00,926.00,688.00,1044.00,762.00,93.00,707.00,417.00,409.00,293.00,873.00,1341.00,870.00,851.00,5.00,2019.00
186, CONSTANTA,5514.00,2954.00,2560.00,2672.00,1640.00,1032.00,2842.00,1314.00,2672.00,1640.00,1032.00,2842.00,1314.00,1528.00,881.00,771.00,1288.00,1612.00,59.00,519.00,384.00,423.00,259.00,1045.00,1497.00,1041.00,1249.00,5.00,2019.00
187, COVASNA,2577.00,1141.00,1436.00,685.00,347.00,338.00,1892.00,794.00,685.00,347.00,338.00,1892.00,794.00,1098.00,475.00,1047.00,569.00,237.00,30.00,170.00,49.00,372.00,196.00,566.00,668.00,341.00,434.00,5.00,2019.00
188, DAMBOVITA,6573.00,3100.00,3473.00,1075.00,580.00,495.00,5498.00,2520.00,1075.00,580.00,495.00,5498.00,2520.00,2978.00,696.00,1196.00,2010.00,1597.00,47.00,811.00,216.00,1120.00,284.00,941.00,1539.00,1167.00,1522.00,5.00,2019.00
189, DOLJ,18523.00,7618.00,10905.00,2626.00,1402.00,1224.00,15897.00,6216.00,2626.00,1402.00,1224.00,15897.00,6216.00,9681.00,886.00,6281.00,5190.00,3799.00,95.00,1942.00,330.00,1421.00,1011.00,3314.00,5609.00,3492.00,3676.00,5.00,2019.00
190, GALATI,10532.00,4480.00,6052.00,1673.00,930.00,743.00,8859.00,3550.00,1673.00,930.00,743.00,8859.00,3550.00,5309.00,1439.00,2163.00,4500.00,673.00,102.00,1374.00,281.00,587.00,365.00,1599.00,3348.00,2122.00,2511.00,5.00,2019.00
191, GIURGIU,1711.00,976.00,735.00,466.00,311.00,155.00,1245.00,665.00,466.00,311.00,155.00,1245.00,665.00,580.00,253.00,284.00,581.00,376.00,10.00,136.00,71.00,194.00,95.00,276.00,384.00,350.00,412.00,5.00,2019.00
192, GORJ,4839.00,2220.00,2619.00,1401.00,768.00,633.00,3438.00,1452.00,1401.00,768.00,633.00,3438.00,1452.00,1986.00,359.00,315.00,1500.00,1297.00,119.00,943.00,306.00,382.00,184.00,761.00,1358.00,836.00,1318.00,5.00,2019.00
193, HARGHITA,4804.00,2109.00,2695.00,1387.00,707.00,680.00,3417.00,1402.00,1387.00,707.00,680.00,3417.00,1402.00,2015.00,1243.00,1295.00,913.00,661.00,44.00,488.00,160.00,606.00,329.00,1092.00,1318.00,692.00,767.00,5.00,2019.00
194, HUNEDOARA,5775.00,2979.00,2796.00,3841.00,2015.00,1826.00,1934.00,964.00,3841.00,2015.00,1826.00,1934.00,964.00,970.00,514.00,508.00,1568.00,1405.00,118.00,1132.00,530.00,460.00,301.00,1085.00,1847.00,1051.00,1031.00,5.00,2019.00
195, IALOMITA,4626.00,2067.00,2559.00,1437.00,702.00,735.00,3189.00,1365.00,1437.00,702.00,735.00,3189.00,1365.00,1824.00,440.00,1121.00,1587.00,645.00,47.00,732.00,54.00,356.00,193.00,787.00,1378.00,879.00,1033.00,5.00,2019.00
196, IASI,8313.00,3632.00,4681.00,1221.00,636.00,585.00,7092.00,2996.00,1221.00,636.00,585.00,7092.00,2996.00,4096.00,674.00,1735.00,2961.00,583.00,57.00,2000.00,303.00,535.00,214.00,1232.00,2390.00,1735.00,2207.00,5.00,2019.00
197, ILFOV,866.00,463.00,403.00,166.00,99.00,67.00,700.00,364.00,166.00,99.00,67.00,700.00,364.00,336.00,121.00,310.00,151.00,137.00,4.00,64.00,79.00,95.00,43.00,177.00,254.00,131.00,166.00,5.00,2019.00
198, MARAMURES,6181.00,2998.00,3183.00,3055.00,1513.00,1542.00,3126.00,1485.00,3055.00,1513.00,1542.00,3126.00,1485.00,1641.00,145.00,2970.00,1217.00,856.00,86.00,617.00,290.00,954.00,455.00,1211.00,1687.00,999.00,875.00,5.00,2019.00
